"county_fips","tract_id","imprv_pct_median","imprv_pct_stdev","count"
"01","352202",70.0,0.0,2
"01","354001",70.0,0.0,1
"01","400100",70.0,0.0,66
"01","400200",70.0,2.6,15
"01","400300",70.0,8.7,58
"01","400400",70.0,11.4,43
"01","400500",70.0,14.2,47
"01","400600",70.0,0.0,21
"01","400700",70.0,2.6,69
"01","400800",70.0,21.9,46
"01","400900",70.0,0.0,34
"01","401000",70.0,1.3,90
"01","401100",70.0,3.4,31
"01","401200",70.0,1.7,25
"01","401300",70.0,10.5,45
"01","401400",70.0,3.2,59
"01","401500",70.0,3.4,49
"01","401600",70.0,13.3,27
"01","401700",70.0,0.0,101
"01","401800",70.0,1.1,19
"01","402200",70.0,2.0,33
"01","402400",70.0,1.2,16
"01","402500",70.0,0.0,3
"01","402600",70.0,0.0,3
"01","402700",70.0,0.6,15
"01","402800",70.0,0.8,16
"01","403000",70.0,8.0,91
"01","403100",70.0,0.0,11
"01","403300",70.0,2.9,92
"01","403400",70.0,1.7,38
"01","403501",70.0,1.3,35
"01","403502",70.0,1.4,36
"01","403600",70.0,0.8,40
"01","403701",70.0,1.8,23
"01","403702",70.0,1.7,21
"01","403800",70.0,3.8,42
"01","403900",70.0,1.2,46
"01","404000",70.0,4.6,34
"01","404101",70.0,0.3,30
"01","404102",70.0,1.6,9
"01","404200",70.0,6.4,60
"01","404300",70.0,0.0,45
"01","404400",70.0,4.3,114
"01","404501",70.0,1.0,24
"01","404502",70.0,2.6,112
"01","404600",70.0,9.8,82
"01","404700",70.0,4.6,42
"01","404800",70.0,3.3,36
"01","404900",70.0,0.7,57
"01","405000",70.0,11.4,54
"01","405100",70.0,0.4,63
"01","405200",70.0,3.1,43
"01","405301",70.0,0.2,11
"01","405302",70.0,1.5,5
"01","405401",70.0,2.1,11
"01","405402",70.0,2.0,8
"01","405500",70.0,1.5,53
"01","405600",70.0,1.8,27
"01","405700",70.0,3.0,29
"01","405800",70.0,0.9,29
"01","405901",70.0,1.5,21
"01","405902",70.0,1.2,26
"01","406000",70.0,1.3,36
"01","406100",70.0,2.4,43
"01","406201",70.0,1.6,34
"01","406202",70.0,0.3,13
"01","406300",70.0,1.2,25
"01","406400",70.0,1.6,21
"01","406500",70.0,2.1,50
"01","406601",70.0,1.4,52
"01","406602",70.0,2.1,24
"01","406700",70.0,2.0,77
"01","406800",70.0,0.0,63
"01","406900",70.0,5.4,49
"01","407000",70.0,8.4,69
"01","407101",70.0,0.0,27
"01","407102",70.0,1.3,43
"01","407200",70.0,1.0,38
"01","407300",70.0,0.0,21
"01","407400",70.0,0.7,30
"01","407500",70.0,1.3,33
"01","407600",70.0,0.6,84
"01","407700",70.0,6.1,102
"01","407800",70.0,4.6,40
"01","407900",70.0,0.9,63
"01","408000",70.0,9.3,44
"01","408100",70.0,6.4,197
"01","408200",70.0,0.1,82
"01","408300",70.0,1.6,99
"01","408400",70.0,5.6,56
"01","408500",70.0,7.7,84
"01","408600",70.0,0.0,78
"01","408700",70.0,6.6,102
"01","408800",70.0,10.8,44
"01","408900",70.0,11.0,43
"01","409000",70.0,5.2,38
"01","409100",70.0,4.5,33
"01","409200",70.0,1.0,49
"01","409300",70.0,2.2,63
"01","409400",70.0,0.9,55
"01","409500",70.0,6.3,47
"01","409600",70.0,2.0,51
"01","409700",70.0,2.7,54
"01","409800",70.0,9.6,57
"01","409900",70.0,0.5,58
"01","410000",70.0,0.5,48
"01","410100",70.0,1.0,57
"01","410200",70.0,4.4,45
"01","410300",70.0,0.6,41
"01","410400",70.0,5.9,62
"01","410500",70.0,0.0,5
"01","420100",70.0,0.0,18
"01","420200",70.0,9.0,66
"01","420300",70.0,5.4,55
"01","420500",70.0,1.5,19
"01","420600",70.0,1.0,22
"01","421100",70.0,5.1,25
"01","421200",70.0,6.3,34
"01","421300",70.0,4.4,39
"01","421400",70.0,0.0,14
"01","421500",70.0,4.2,44
"01","421600",70.0,3.0,50
"01","421700",70.0,10.0,25
"01","421800",70.0,14.3,22
"01","421900",70.0,4.3,40
"01","422000",70.0,7.0,17
"01","422100",70.0,4.7,33
"01","422200",70.0,3.8,34
"01","422300",70.0,4.1,25
"01","422400",70.0,1.4,13
"01","422500",70.0,4.2,14
"01","422700",70.0,24.5,7
"01","422800",70.0,8.5,6
"01","423000",70.0,4.4,25
"01","423100",70.0,2.4,34
"01","423200",70.0,6.7,20
"01","423300",70.0,4.2,47
"01","423400",70.0,7.0,32
"01","423500",70.0,4.7,17
"01","423601",70.0,10.0,15
"01","423602",70.0,1.9,19
"01","423700",70.0,4.8,20
"01","423800",70.0,5.3,26
"01","423901",70.0,16.0,20
"01","423902",70.0,1.2,14
"01","424001",70.0,6.7,35
"01","424002",70.0,8.2,31
"01","425101",70.0,4.3,55
"01","425102",70.0,0.0,141
"01","425103",70.0,0.0,25
"01","425104",80.0,9.1,98
"01","426100",70.0,3.8,82
"01","426200",70.0,8.4,65
"01","427100",70.0,4.0,42
"01","427200",70.0,4.4,26
"01","427300",70.0,4.7,49
"01","427600",70.0,6.6,8
"01","427700",70.0,5.4,41
"01","427800",70.0,3.5,36
"01","427900",70.0,1.6,36
"01","428000",70.0,2.1,9
"01","428100",70.0,12.0,43
"01","428200",70.0,5.5,76
"01","428301",70.0,5.4,95
"01","428302",70.0,1.9,66
"01","428400",70.0,8.0,26
"01","428500",70.0,3.9,31
"01","428600",70.0,2.4,46
"01","428700",70.0,12.1,17
"01","430101",70.0,13.3,83
"01","430102",70.0,11.0,30
"01","430200",70.0,12.1,80
"01","430300",70.0,5.7,58
"01","430400",70.0,2.1,29
"01","430500",70.0,1.3,86
"01","430600",70.0,7.8,92
"01","430700",70.0,6.1,49
"01","430800",70.0,7.1,89
"01","430900",70.0,9.2,29
"01","431000",70.0,8.5,12
"01","431100",70.0,13.2,27
"01","431200",70.0,3.8,98
"01","432100",70.0,4.4,67
"01","432200",70.0,3.0,52
"01","432300",70.0,1.5,91
"01","432400",70.0,6.4,47
"01","432501",70.0,2.1,43
"01","432502",70.0,3.3,35
"01","432600",70.0,2.5,72
"01","432700",70.0,7.4,39
"01","432800",70.0,1.5,64
"01","433000",70.0,2.6,77
"01","433102",70.0,0.8,47
"01","433103",70.0,2.0,27
"01","433104",70.0,0.0,24
"01","433200",70.0,0.5,53
"01","433300",70.0,3.0,77
"01","433400",70.0,0.1,83
"01","433500",70.0,0.0,49
"01","433600",70.0,1.6,63
"01","433700",70.0,1.9,42
"01","433800",70.0,0.0,81
"01","433900",70.0,1.6,41
"01","434000",70.0,8.6,46
"01","435102",70.0,8.6,77
"01","435103",70.0,10.3,104
"01","435104",70.0,0.7,77
"01","435200",70.0,0.4,69
"01","435300",70.0,12.6,67
"01","435400",70.0,0.0,58
"01","435500",70.0,4.2,37
"01","435601",70.0,12.4,31
"01","435602",70.0,3.1,42
"01","435700",70.0,0.0,51
"01","435800",70.0,0.0,66
"01","435900",70.0,0.0,69
"01","436000",70.0,0.0,60
"01","436100",70.0,0.6,55
"01","436200",70.0,2.5,8
"01","436300",70.0,4.0,124
"01","436401",70.0,9.9,118
"01","436402",70.0,14.1,46
"01","436500",70.0,0.0,35
"01","436601",70.0,0.1,51
"01","436602",70.0,1.1,23
"01","436700",70.0,0.1,75
"01","436800",70.0,0.0,40
"01","436900",70.0,7.4,49
"01","437000",70.0,0.0,60
"01","437101",70.0,0.1,115
"01","437102",70.0,0.0,51
"01","437200",70.0,8.2,73
"01","437300",70.0,0.2,23
"01","437400",70.0,5.7,50
"01","437500",70.0,1.8,34
"01","437600",70.0,1.1,42
"01","437701",70.0,7.7,29
"01","437702",70.0,0.2,31
"01","437800",70.0,2.6,64
"01","437900",70.0,0.0,14
"01","438000",70.0,6.5,43
"01","438100",70.0,0.7,86
"01","438201",70.0,0.0,33
"01","438203",70.0,0.0,45
"01","438204",70.0,0.0,44
"01","438300",70.0,2.2,45
"01","438400",70.0,0.0,20
"01","440100",70.0,0.1,31
"01","440200",70.0,0.0,40
"01","440301",70.0,2.4,67
"01","440304",70.0,0.0,43
"01","440305",70.0,0.9,38
"01","440306",70.0,0.0,58
"01","440307",70.0,4.1,52
"01","440308",70.0,2.4,55
"01","440331",70.0,0.0,21
"01","440332",70.0,0.0,33
"01","440333",70.0,0.0,29
"01","440334",70.0,0.3,42
"01","440335",70.0,0.0,87
"01","440336",70.0,0.0,50
"01","441100",70.0,9.7,39
"01","441200",70.0,5.3,78
"01","441301",70.0,0.6,27
"01","441302",70.0,1.6,57
"01","441401",70.0,7.7,80
"01","441402",70.0,9.8,58
"01","441501",70.0,0.0,45
"01","441503",70.0,1.3,99
"01","441521",70.0,10.4,47
"01","441522",70.0,1.4,72
"01","441523",70.0,9.3,56
"01","441524",70.0,17.9,43
"01","441601",70.0,3.6,60
"01","441602",70.0,3.5,65
"01","441700",70.0,5.1,151
"01","441800",70.0,3.3,63
"01","441921",64.53,9.6,35
"01","441923",70.0,1.2,14
"01","441924",70.0,0.5,107
"01","441925",70.0,3.7,49
"01","441926",70.0,0.8,34
"01","441927",70.0,2.0,48
"01","442000",63.57,4.5,30
"01","442100",55.0,7.8,69
"01","442200",52.66,17.0,87
"01","442301",70.0,12.9,56
"01","442302",70.0,2.1,63
"01","442400",70.0,6.5,75
"01","442500",70.0,2.9,53
"01","442601",70.0,2.4,37
"01","442602",70.0,2.0,76
"01","442700",70.0,1.2,33
"01","442800",70.0,5.6,42
"01","442900",70.0,3.4,86
"01","443001",70.0,5.0,46
"01","443002",70.0,2.2,51
"01","443102",70.0,7.7,85
"01","443103",70.0,6.8,39
"01","443104",57.76,12.5,67
"01","443105",65.77,7.7,81
"01","443200",70.0,5.9,41
"01","443301",70.0,12.7,38
"01","443321",70.0,0.8,55
"01","443322",70.0,1.4,27
"01","444100",70.0,1.2,85
"01","444200",70.0,4.4,83
"01","444301",70.0,0.7,27
"01","444302",70.0,5.4,35
"01","444400",70.0,10.6,56
"01","444500",70.0,3.9,59
"01","444601",70.0,2.5,64
"01","444602",70.0,1.4,107
"01","450101",70.0,0.0,53
"01","450102",70.0,0.0,37
"01","450200",70.0,10.1,47
"01","450300",70.0,0.7,63
"01","450400",70.0,4.1,98
"01","450501",70.0,1.3,57
"01","450502",70.0,3.1,108
"01","450601",70.0,12.7,57
"01","450602",70.0,3.5,129
"01","450603",70.0,0.0,68
"01","450604",70.0,3.3,59
"01","450605",70.0,0.1,43
"01","450606",70.0,2.9,67
"01","450607",70.0,9.9,36
"01","450701",70.0,6.9,140
"01","450741",70.0,0.6,57
"01","450742",70.0,0.1,71
"01","450743",70.0,1.5,58
"01","450744",70.0,0.0,59
"01","450745",70.0,0.8,74
"01","450746",70.0,0.4,56
"01","450750",70.0,2.9,105
"01","450751",70.0,3.8,522
"01","450752",70.0,27.0,209
"01","451101",70.0,12.4,134
"01","451102",70.0,9.6,56
"01","451201",70.0,5.0,104
"01","451202",70.0,3.0,139
"01","451300",70.0,2.5,89
"01","451401",70.0,7.2,94
"01","451403",70.0,6.0,38
"01","451404",70.0,9.4,79
"01","451501",70.0,4.4,84
"01","451503",70.0,3.7,88
"01","451504",70.0,3.2,38
"01","451505",70.0,2.1,61
"01","451506",70.0,4.0,21
"01","451601",70.0,6.2,87
"01","451602",70.0,8.5,97
"01","451701",70.0,4.9,51
"01","451703",70.0,3.0,56
"01","451704",70.0,3.7,64
"01","983200",70.0,2.4,50
"13","301000",85.59,20.8,168
"13","302005",79.16,4.9,100
"13","302006",81.67,2.9,77
"13","302007",82.09,16.8,103
"13","302008",86.0,12.8,148
"13","302009",85.88,5.5,238
"13","302010",86.42,6.6,250
"13","303102",87.69,9.2,200
"13","303103",88.83,13.9,210
"13","303201",85.13,5.6,237
"13","303202",86.53,5.9,168
"13","303203",87.36,8.4,203
"13","303204",77.08,7.1,79
"13","303205",80.0,9.0,201
"13","304001",87.41,18.3,130
"13","304002",62.78,21.5,16
"13","304003",70.17,12.3,115
"13","304004",60.0,13.0,114
"13","304005",90.37,11.2,152
"13","305000",58.08,15.3,82
"13","306002",74.28,6.7,51
"13","306003",60.62,14.3,78
"13","306004",70.0,10.2,47
"13","307101",75.74,7.6,59
"13","307102",58.67,15.6,99
"13","307201",71.68,5.6,38
"13","307202",70.58,11.4,95
"13","307204",72.72,5.1,88
"13","307205",75.29,7.3,100
"13","308001",76.39,10.5,133
"13","308002",83.67,6.2,126
"13","309000",86.66,10.1,49
"13","310000",70.73,14.2,91
"13","311000",65.21,14.9,81
"13","312000",74.11,11.6,33
"13","313101",72.47,11.9,78
"13","313102",81.56,11.9,64
"13","313103",79.66,9.7,161
"13","313203",65.71,8.2,57
"13","313204",64.35,13.2,65
"13","313205",62.02,7.1,32
"13","313206",55.55,11.1,73
"13","314102",70.58,11.2,67
"13","314103",68.75,11.4,63
"13","314104",65.47,17.3,96
"13","314200",51.96,14.6,62
"13","315000",75.6,9.1,72
"13","316000",81.81,22.3,9
"13","317000",46.81,21.6,25
"13","318000",31.97,17.7,50
"13","319000",32.87,18.4,114
"13","320001",38.46,14.1,60
"13","320003",52.78,8.1,56
"13","320004",53.17,13.9,144
"13","321101",38.23,17.0,119
"13","321102",47.67,16.3,129
"13","321103",30.43,14.7,57
"13","321200",50.35,15.6,67
"13","322000",33.33,17.3,117
"13","323000",28.86,18.7,72
"13","324001",46.91,23.2,42
"13","324002",38.59,22.3,51
"13","325000",28.57,15.8,79
"13","326000",28.09,13.8,52
"13","327000",49.4,27.6,102
"13","328000",71.66,21.7,7
"13","329000",37.03,13.8,99
"13","330000",38.32,12.6,108
"13","331000",42.85,18.8,96
"13","332000",38.38,13.9,119
"13","333101",46.91,17.7,70
"13","333102",54.21,16.5,77
"13","333200",42.16,13.1,81
"13","334001",31.95,18.6,60
"13","334004",63.41,17.4,147
"13","334006",43.89,16.3,55
"13","334200",28.8,16.9,120
"13","335000",28.86,14.1,48
"13","336101",75.6,18.6,25
"13","336102",74.73,15.1,72
"13","336201",45.65,15.9,45
"13","336202",58.0,12.6,40
"13","337100",54.69,15.4,50
"13","337200",45.67,15.8,107
"13","337300",44.88,16.1,64
"13","338101",57.14,17.8,77
"13","338102",37.5,14.7,63
"13","338201",49.86,19.1,74
"13","338203",46.63,14.0,96
"13","338204",38.46,12.5,129
"13","338301",20.83,9.3,35
"13","338302",26.66,11.9,89
"13","339001",51.5,13.4,27
"13","339002",41.34,11.8,91
"13","340001",35.66,19.7,89
"13","340002",30.0,15.3,115
"13","341000",30.73,17.3,74
"13","343001",29.09,14.1,66
"13","343002",31.48,14.4,64
"13","343003",28.16,15.4,47
"13","345101",27.27,11.5,105
"13","345102",24.52,7.5,43
"13","345103",34.95,10.5,69
"13","345105",26.02,10.0,115
"13","345108",42.85,9.1,234
"13","345111",43.95,8.6,86
"13","345112",46.63,8.0,90
"13","345113",39.47,9.9,65
"13","345114",30.82,12.3,139
"13","345115",44.8,12.6,85
"13","345116",37.1,12.0,37
"13","345202",41.48,15.0,142
"13","345203",31.62,15.3,118
"13","345204",36.0,18.5,67
"13","346101",34.0,17.0,42
"13","346102",41.92,13.2,102
"13","346201",38.49,16.4,124
"13","346203",25.87,9.2,50
"13","346204",36.4,11.4,133
"13","347000",34.45,13.0,94
"13","348000",25.15,16.2,68
"13","349000",20.19,13.7,59
"13","350000",26.2,13.8,54
"13","351101",57.02,10.5,133
"13","351102",52.94,11.6,101
"13","351103",56.09,14.4,92
"13","351200",16.68,11.9,65
"13","352101",28.94,14.9,38
"13","352102",28.69,13.0,71
"13","352201",28.23,11.0,78
"13","352202",34.27,14.4,59
"13","353001",25.92,12.6,57
"13","353002",26.79,16.0,50
"13","354001",17.59,19.2,28
"13","354002",28.25,16.1,99
"13","355107",81.09,6.4,105
"13","355108",83.78,5.1,266
"13","355109",82.41,2.9,118
"13","355110",80.0,3.1,99
"13","355111",83.33,4.8,130
"13","355112",39.4,14.1,78
"13","355113",44.06,8.1,92
"13","355114",43.39,9.4,196
"13","355115",46.45,6.8,148
"13","355116",49.75,7.2,141
"13","355117",50.98,7.3,106
"13","355200",83.97,7.1,281
"13","355301",51.02,15.8,143
"13","355302",33.3,12.4,35
"13","355304",47.72,11.0,147
"13","355306",46.42,15.9,99
"13","356001",46.48,7.0,43
"13","356002",60.12,16.5,97
"13","357000",32.02,19.4,40
"13","358000",36.23,17.4,62
"13","359102",43.55,18.1,71
"13","359103",41.66,22.0,73
"13","359104",75.34,11.7,69
"13","359105",64.17,11.2,125
"13","359202",37.81,14.2,80
"13","359203",56.32,15.7,121
"13","359204",49.02,10.3,44
"13","360101",46.84,16.5,84
"13","360102",54.42,11.7,52
"13","360200",45.32,16.2,59
"13","361000",49.57,20.4,53
"13","362000",37.81,15.9,49
"13","363000",48.71,18.9,116
"13","364002",31.81,10.8,57
"13","365002",85.18,11.0,80
"13","365003",72.59,9.4,62
"13","366001",48.62,16.1,58
"13","366002",51.22,19.6,80
"13","367100",29.59,10.5,62
"13","367200",44.23,28.4,80
"13","368001",59.06,14.1,59
"13","368002",56.8,16.4,45
"13","369001",73.75,14.7,49
"13","369002",52.86,21.6,38
"13","370000",36.86,15.0,38
"13","371000",33.32,16.7,80
"13","372000",35.16,17.0,120
"13","373000",41.35,18.7,33
"13","374000",43.9,15.2,72
"13","375000",58.95,15.0,50
"13","376000",76.76,10.7,59
"13","377000",75.66,13.2,62
"13","378000",62.88,17.4,74
"13","379000",65.21,10.9,75
"13","380000",67.39,15.8,175
"13","381000",55.59,14.7,64
"13","382000",55.95,16.4,76
"13","383000",40.0,15.3,56
"13","384000",24.63,15.0,67
"13","385100",27.41,16.4,35
"13","385200",17.47,11.6,16
"13","386000",47.66,19.0,28
"13","387000",21.16,11.7,36
"13","388000",14.38,15.5,30
"13","389100",17.58,8.3,15
"13","389200",35.75,15.5,8
"13","390100",15.09,11.3,25
"13","390200",13.55,12.5,26
"13","391000",25.96,16.2,32
"13","392000",29.96,15.4,35
"13","392200",62.26,16.9,163
"13","392300",71.91,6.0,45
"13","421200",14.95,0.7,2
"41","101100",60.17,10.6,38
"41","101200",53.05,11.7,40
"41","102100",46.52,7.6,24
"41","102202",43.33,10.8,78
"41","102203",66.91,14.8,168
"41","103100",42.85,6.6,85
"41","103200",42.19,11.9,87
"41","104101",51.55,11.4,113
"41","104102",52.23,7.6,84
"41","104200",60.47,8.7,78
"41","104300",44.07,6.9,29
"41","105000",57.19,7.3,89
"41","106001",50.0,8.4,62
"41","106002",36.84,14.1,91
"41","107000",40.94,6.4,95
"41","108100",41.52,8.4,87
"41","108200",49.8,13.2,76
"41","109001",44.49,8.9,49
"41","109002",36.61,8.9,41
"41","110100",38.93,8.1,59
"41","110200",42.21,7.9,71
"41","111000",42.27,6.7,43
"41","112100",40.61,8.9,57
"41","112201",56.52,8.7,27
"41","112202",56.72,7.0,40
"41","113000",37.59,15.0,50
"41","114100",30.95,10.2,49
"41","114200",39.74,8.6,31
"41","115000",39.6,8.3,99
"41","116000",39.02,10.7,53
"41","117000",38.87,11.7,69
"41","118100",35.78,9.8,47
"41","119100",36.81,10.6,68
"41","119201",59.8,5.5,45
"41","119202",39.45,7.4,55
"41","120000",35.84,13.2,105
"41","121100",32.99,12.7,59
"41","121200",39.17,12.9,61
"41","123000",32.05,12.7,43
"41","124100",40.38,12.3,84
"41","124200",40.42,12.2,105
"41","125000",40.04,10.1,41
"41","126100",41.33,9.1,93
"41","126200",57.14,14.6,55
"41","127000",41.86,12.1,73
"41","128100",41.34,9.6,109
"41","128200",38.21,9.7,76
"41","129000",55.03,11.2,17
"41","130201",40.33,10.7,56
"41","130202",54.71,11.7,59
"41","131100",32.04,13.8,11
"41","132100",36.36,12.1,47
"41","132200",40.86,12.5,25
"41","133000",46.66,15.4,45
"55","200201",56.9,14.9,39
"55","200202",64.93,15.5,33
"55","200203",57.14,9.7,29
"55","200301",60.87,9.7,67
"55","200302",65.63,12.3,43
"55","200400",53.77,13.1,54
"55","200501",56.52,11.0,39
"55","200503",52.45,12.7,23
"55","200504",67.21,8.8,93
"55","200505",64.66,4.4,17
"55","200601",67.54,7.4,64
"55","200602",68.79,7.1,74
"55","200703",66.52,8.7,54
"55","200704",62.48,7.0,64
"55","200705",62.5,7.8,25
"55","200706",63.76,6.8,47
"55","200707",65.78,7.3,41
"55","200802",64.15,9.5,69
"55","200803",56.52,9.5,37
"55","200804",61.72,12.4,62
"55","201003",76.31,9.3,101
"55","201004",72.72,6.4,75
"55","201005",72.57,6.4,48
"55","201006",65.9,7.7,53
"55","201007",67.8,6.4,50
"55","201101",65.19,5.8,36
"55","201102",38.59,18.7,15
"55","201200",64.0,23.4,46
"55","201300",53.34,12.8,34
"55","201401",52.63,15.0,91
"55","201402",53.45,15.9,36
"55","201403",48.48,13.4,5
"55","201500",34.7,18.3,21
"55","201601",49.68,14.5,19
"55","201602",42.65,15.2,49
"55","201700",49.1,13.5,49
"55","201800",82.28,20.4,48
"55","201900",30.0,18.7,17
"55","202000",57.69,12.9,41
"75","010100",50.0,5.9,31
"75","010200",50.0,10.0,56
"75","010300",50.0,8.6,38
"75","010400",50.0,9.0,57
"75","010500",50.0,4.4,42
"75","010600",50.0,8.5,11
"75","010700",40.0,8.9,10
"75","010800",40.0,9.9,22
"75","010900",50.0,9.1,40
"75","011000",50.0,6.9,52
"75","011100",77.91,18.0,86
"75","011200",50.0,11.2,36
"75","011300",50.0,5.9,25
"75","011700",50.0,4.7,28
"75","011800",50.0,0.0,1
"75","011901",50.0,6.8,45
"75","011902",50.0,6.3,25
"75","012000",50.0,9.7,12
"75","012100",50.0,9.4,9
"75","012201",50.0,8.1,21
"75","012202",40.0,4.0,5
"75","012301",40.0,0.0,2
"75","012302",50.0,5.6,5
"75","012401",40.0,6.2,7
"75","012402",50.0,4.8,28
"75","012501",40.0,7.0,6
"75","012502",76.29,23.4,2
"75","012601",40.0,13.6,28
"75","012602",50.0,10.4,27
"75","012700",40.0,8.4,29
"75","012800",35.4,10.5,53
"75","012901",46.42,12.5,16
"75","012902",45.77,8.6,31
"75","013000",50.0,11.3,49
"75","013101",50.0,6.7,71
"75","013102",50.0,10.2,30
"75","013200",31.3,10.7,64
"75","013300",40.0,9.1,59
"75","013400",50.0,8.2,59
"75","013500",40.0,9.4,33
"75","015100",50.0,4.3,40
"75","015200",44.1,10.4,47
"75","015300",50.0,11.0,44
"75","015400",50.0,11.7,86
"75","015500",50.0,12.7,38
"75","015600",44.47,11.3,22
"75","015700",48.91,10.2,70
"75","015801",50.0,12.6,32
"75","015802",43.75,8.5,28
"75","015900",50.0,6.7,20
"75","016000",50.0,5.2,52
"75","016100",0.0,21.6,32
"75","016200",49.93,7.1,15
"75","016300",40.0,13.3,26
"75","016400",45.0,8.8,22
"75","016500",50.0,11.5,51
"75","016600",50.0,10.9,43
"75","016700",50.0,10.2,55
"75","016801",49.94,8.2,15
"75","016802",50.0,7.0,25
"75","016900",41.85,12.7,27
"75","017000",50.0,12.0,69
"75","017101",39.99,10.6,42
"75","017102",30.0,9.4,34
"75","017601",50.0,12.0,81
"75","017700",50.0,6.8,22
"75","017801",50.0,5.0,55
"75","017802",40.0,7.7,77
"75","018000",91.39,24.4,180
"75","020100",40.29,17.7,57
"75","020200",49.81,10.4,30
"75","020300",50.0,9.4,33
"75","020401",37.3,10.6,59
"75","020402",40.0,13.0,54
"75","020500",40.0,12.4,46
"75","020600",30.0,8.2,59
"75","020700",50.0,13.2,46
"75","020800",46.62,10.6,34
"75","020900",40.0,11.7,15
"75","021000",41.23,8.6,32
"75","021100",37.28,10.5,56
"75","021200",35.0,9.9,38
"75","021300",30.0,7.6,51
"75","021400",39.65,12.1,41
"75","021500",37.68,11.4,76
"75","021600",36.5,11.5,97
"75","021700",30.0,11.8,60
"75","021800",30.0,11.9,42
"75","022600",50.0,9.6,104
"75","022702",91.29,25.6,56
"75","022704",50.0,9.6,55
"75","022801",50.0,9.0,49
"75","022802",33.57,9.9,8
"75","022803",40.0,14.4,19
"75","022901",36.95,7.8,18
"75","022902",39.99,10.2,15
"75","022903",32.99,12.8,16
"75","023001",30.0,13.2,26
"75","023003",30.0,9.4,35
"75","023102",41.85,13.1,23
"75","023103",61.36,11.4,2
"75","023200",30.0,10.8,49
"75","023300",50.0,18.7,89
"75","023400",39.99,13.4,29
"75","025100",30.0,11.0,41
"75","025200",30.0,9.5,52
"75","025300",39.0,10.1,42
"75","025401",30.0,12.0,30
"75","025402",30.0,6.7,47
"75","025403",40.0,12.2,44
"75","025500",35.71,12.3,57
"75","025600",31.11,7.6,32
"75","025701",30.0,10.4,22
"75","025702",35.0,10.4,22
"75","025800",30.0,8.9,12
"75","025900",30.0,8.8,47
"75","026001",30.0,11.3,27
"75","026002",30.0,11.0,22
"75","026003",30.0,9.2,30
"75","026004",30.0,8.5,33
"75","026100",38.09,12.7,47
